entry_id,persona_id,t_index,date,persona_name,persona_age,persona_profession,persona_culture,session_chars,prompt_chars,alignment_self_direction,alignment_stimulation,alignment_hedonism,alignment_achievement,alignment_power,alignment_security,alignment_conformity,alignment_tradition,alignment_benevolence,alignment_universalism
ba3883ac__3,ba3883ac,3,2025-12-18,Henrik Larsson,45-54,Entrepreneur,Western European,762,11848,1,0,0,0,0,0,1,1,1,0
ba3883ac__4,ba3883ac,4,2025-12-23,Henrik Larsson,45-54,Entrepreneur,Western European,1544,12630,1,0,0,0,0,-1,0,0,1,0
bcfa309d__0,bcfa309d,0,2025-09-16,Henrik Lindqvist,35-44,Grad Student,Western European,322,11392,0,0,0,-1,-1,0,0,0,0,0
bcfa309d__1,bcfa309d,1,2025-09-18,Henrik Lindqvist,35-44,Grad Student,Western European,594,11664,0,0,0,0,-1,0,0,0,0,0
bcfa309d__2,bcfa309d,2,2025-09-25,Henrik Lindqvist,35-44,Grad Student,Western European,571,11641,-1,0,-1,1,0,0,0,0,0,0
bcfa309d__3,bcfa309d,3,2025-09-25,Henrik Lindqvist,35-44,Grad Student,Western European,1000,12070,0,0,0,1,1,0,0,0,0,0
bcfa309d__4,bcfa309d,4,2025-09-29,Henrik Lindqvist,35-44,Grad Student,Western European,1587,12657,0,0,0,0,1,0,0,0,0,1
bcfa309d__5,bcfa309d,5,2025-10-01,Henrik Lindqvist,35-44,Grad Student,Western European,1083,12153,1,0,0,1,0,0,0,0,0,0
bcfa309d__6,bcfa309d,6,2025-10-02,Henrik Lindqvist,35-44,Grad Student,Western European,1145,12215,0,0,0,0,1,0,-1,0,0,0
bcfa309d__7,bcfa309d,7,2025-10-07,Henrik Lindqvist,35-44,Grad Student,Western European,738,11808,-1,0,0,0,-1,0,0,0,0,0
bf10d976__0,bf10d976,0,2025-02-16,Tariq Mansour,45-54,Entrepreneur,Middle Eastern,1044,12123,0,0,0,0,0,0,0,0,0,1
bf10d976__1,bf10d976,1,2025-02-16,Tariq Mansour,45-54,Entrepreneur,Middle Eastern,1379,12458,0,0,0,0,0,-1,0,0,0,1
bf10d976__2,bf10d976,2,2025-02-23,Tariq Mansour,45-54,Entrepreneur,Middle Eastern,298,11377,0,0,0,0,0,0,0,0,0,1
bf10d976__3,bf10d976,3,2025-02-27,Tariq Mansour,45-54,Entrepreneur,Middle Eastern,616,11695,0,0,0,0,0,0,1,0,0,0
bf10d976__4,bf10d976,4,2025-03-02,Tariq Mansour,45-54,Entrepreneur,Middle Eastern,701,11780,0,0,0,0,0,0,0,0,0,1
bf10d976__5,bf10d976,5,2025-03-06,Tariq Mansour,45-54,Entrepreneur,Middle Eastern,1046,12125,0,0,0,0,0,0,1,0,0,1
bf10d976__6,bf10d976,6,2025-03-10,Tariq Mansour,45-54,Entrepreneur,Middle Eastern,1232,12311,0,0,0,0,0,-1,0,0,0,1
bf10d976__7,bf10d976,7,2025-03-12,Tariq Mansour,45-54,Entrepreneur,Middle Eastern,428,11507,0,0,0,0,0,0,0,0,0,1
bf10d976__8,bf10d976,8,2025-03-18,Tariq Mansour,45-54,Entrepreneur,Middle Eastern,1119,12198,0,0,0,0,-1,0,0,0,0,1
bf44e50f__0,bf44e50f,0,2025-11-20,Tariq Haddad,35-44,Manager,Middle Eastern,1352,12417,0,0,-1,0,0,0,0,0,1,0
bf44e50f__1,bf44e50f,1,2025-11-20,Tariq Haddad,35-44,Manager,Middle Eastern,908,11973,0,0,-1,1,0,0,0,0,0,0
bf44e50f__2,bf44e50f,2,2025-11-20,Tariq Haddad,35-44,Manager,Middle Eastern,123,11188,0,0,-1,0,0,0,0,0,0,0
bf44e50f__3,bf44e50f,3,2025-11-22,Tariq Haddad,35-44,Manager,Middle Eastern,200,11265,0,0,1,0,0,0,0,0,0,0
bf44e50f__4,bf44e50f,4,2025-11-25,Tariq Haddad,35-44,Manager,Middle Eastern,1500,12565,0,0,-1,0,0,0,1,0,1,0
bf44e50f__5,bf44e50f,5,2025-12-01,Tariq Haddad,35-44,Manager,Middle Eastern,231,11296,0,0,-1,1,0,0,0,0,0,0
c0484aad__0,c0484aad,0,2025-04-07,Lieke van der Berg,18-24,Artist,Western European,2352,13458,1,0,0,0,0,-1,0,0,0,1
c0484aad__1,c0484aad,1,2025-04-12,Lieke van der Berg,18-24,Artist,Western European,3146,14252,1,1,0,-1,0,-1,-1,0,0,1
c130f2e3__0,c130f2e3,0,2025-08-11,Tariq Haddad,35-44,Artist,Middle Eastern,1460,12528,-1,0,0,0,0,0,1,0,0,0
c130f2e3__1,c130f2e3,1,2025-08-18,Tariq Haddad,35-44,Artist,Middle Eastern,1325,12393,-1,0,0,0,0,0,1,0,0,0
c130f2e3__2,c130f2e3,2,2025-08-24,Tariq Haddad,35-44,Artist,Middle Eastern,1205,12273,-1,-1,0,0,0,0,1,0,0,0
c130f2e3__3,c130f2e3,3,2025-08-26,Tariq Haddad,35-44,Artist,Middle Eastern,531,11599,0,0,0,0,0,0,1,0,0,0
c130f2e3__4,c130f2e3,4,2025-08-31,Tariq Haddad,35-44,Artist,Middle Eastern,1232,12300,0,0,0,0,0,0,1,0,0,0
c130f2e3__5,c130f2e3,5,2025-09-04,Tariq Haddad,35-44,Artist,Middle Eastern,869,11937,-1,0,0,0,0,0,1,0,0,0
c130f2e3__6,c130f2e3,6,2025-09-05,Tariq Haddad,35-44,Artist,Middle Eastern,1584,12652,-1,0,0,0,0,0,1,0,0,0
c130f2e3__7,c130f2e3,7,2025-09-07,Tariq Haddad,35-44,Artist,Middle Eastern,1429,12497,-1,0,0,0,0,0,1,0,0,0
c130f2e3__8,c130f2e3,8,2025-09-13,Tariq Haddad,35-44,Artist,Middle Eastern,263,11331,-1,0,0,0,0,0,1,0,0,0
c130f2e3__9,c130f2e3,9,2025-09-15,Tariq Haddad,35-44,Artist,Middle Eastern,825,11893,1,0,0,0,0,0,-1,0,0,0
c3ad003f__0,c3ad003f,0,2025-01-10,Priya Nair,25-34,Teacher,South Asian,1001,12095,0,0,0,1,0,0,0,0,1,1
c3ad003f__1,c3ad003f,1,2025-01-14,Priya Nair,25-34,Teacher,South Asian,596,11690,0,0,0,1,0,0,0,0,0,0
c3ad003f__2,c3ad003f,2,2025-01-14,Priya Nair,25-34,Teacher,South Asian,1106,12200,0,0,-1,1,0,0,0,0,0,1
c3ad003f__3,c3ad003f,3,2025-01-18,Priya Nair,25-34,Teacher,South Asian,959,12053,0,0,0,1,0,0,0,0,0,1
c3ad003f__4,c3ad003f,4,2025-01-19,Priya Nair,25-34,Teacher,South Asian,1678,12772,0,0,0,1,0,0,0,0,-1,0
c3ad003f__5,c3ad003f,5,2025-01-25,Priya Nair,25-34,Teacher,South Asian,817,11911,1,0,0,0,0,0,0,0,0,1
c3ad003f__6,c3ad003f,6,2025-01-27,Priya Nair,25-34,Teacher,South Asian,1340,12434,0,0,-1,1,0,0,0,0,0,1
c3ad003f__7,c3ad003f,7,2025-01-29,Priya Nair,25-34,Teacher,South Asian,1208,12302,0,0,0,1,0,0,0,0,0,1
c3ad003f__8,c3ad003f,8,2025-02-02,Priya Nair,25-34,Teacher,South Asian,884,11978,0,0,0,1,0,0,0,-1,-1,0
c3ad003f__9,c3ad003f,9,2025-02-08,Priya Nair,25-34,Teacher,South Asian,1840,12934,0,0,0,1,0,0,0,0,-1,1
c876219a__0,c876219a,0,2025-04-06,Ramiro Castañeda,45-54,Gig Worker,Latin American,612,11684,0,0,0,0,0,1,0,0,0,0
c876219a__1,c876219a,1,2025-04-08,Ramiro Castañeda,45-54,Gig Worker,Latin American,1127,12199,0,0,0,0,0,-1,0,0,0,0
c876219a__2,c876219a,2,2025-04-10,Ramiro Castañeda,45-54,Gig Worker,Latin American,861,11933,0,0,0,0,0,1,0,0,0,0
c876219a__3,c876219a,3,2025-04-17,Ramiro Castañeda,45-54,Gig Worker,Latin American,1040,12112,0,0,0,1,0,-1,0,0,0,0
c876219a__4,c876219a,4,2025-04-24,Ramiro Castañeda,45-54,Gig Worker,Latin American,244,11316,0,0,0,0,0,1,0,0,0,0
c876219a__5,c876219a,5,2025-05-01,Ramiro Castañeda,45-54,Gig Worker,Latin American,1117,12189,0,0,0,0,0,1,0,0,0,0
c876219a__6,c876219a,6,2025-05-08,Ramiro Castañeda,45-54,Gig Worker,Latin American,273,11345,0,0,0,0,0,1,0,0,0,0
c876219a__7,c876219a,7,2025-05-12,Ramiro Castañeda,45-54,Gig Worker,Latin American,1321,12393,0,0,0,0,0,-1,0,0,0,0
c876219a__8,c876219a,8,2025-05-14,Ramiro Castañeda,45-54,Gig Worker,Latin American,872,11944,0,0,0,0,0,1,0,0,0,0
c876219a__9,c876219a,9,2025-05-20,Ramiro Castañeda,45-54,Gig Worker,Latin American,1323,12395,0,0,0,0,0,1,0,0,0,0
cac7b9ce__0,cac7b9ce,0,2025-11-13,Priya Sharma,45-54,Nurse,South Asian,942,12004,0,0,0,0,0,0,0,1,1,0
cac7b9ce__1,cac7b9ce,1,2025-11-19,Priya Sharma,45-54,Nurse,South Asian,1633,12695,0,0,-1,0,0,1,0,1,1,0
cac7b9ce__2,cac7b9ce,2,2025-11-25,Priya Sharma,45-54,Nurse,South Asian,1094,12156,1,0,0,0,0,0,1,0,0,0
cac7b9ce__3,cac7b9ce,3,2025-11-28,Priya Sharma,45-54,Nurse,South Asian,563,11625,0,0,0,0,0,0,0,0,0,0
cac7b9ce__4,cac7b9ce,4,2025-12-02,Priya Sharma,45-54,Nurse,South Asian,607,11669,0,0,0,0,0,0,0,0,1,0
cac7b9ce__5,cac7b9ce,5,2025-12-03,Priya Sharma,45-54,Nurse,South Asian,281,11343,0,0,0,0,0,0,-1,-1,0,0
cac7b9ce__6,cac7b9ce,6,2025-12-08,Priya Sharma,45-54,Nurse,South Asian,764,11826,0,0,0,0,0,0,0,0,1,1
cac7b9ce__7,cac7b9ce,7,2025-12-09,Priya Sharma,45-54,Nurse,South Asian,1130,12192,0,0,0,0,0,1,0,1,0,0
cac7b9ce__8,cac7b9ce,8,2025-12-16,Priya Sharma,45-54,Nurse,South Asian,989,12051,0,0,0,0,0,0,0,1,1,0
cac7b9ce__9,cac7b9ce,9,2025-12-17,Priya Sharma,45-54,Nurse,South Asian,415,11477,0,0,0,0,0,0,0,1,1,0
cd0d027f__0,cd0d027f,0,2025-07-04,Cheng Wei-Lin,18-24,Teacher,East Asian,301,11383,0,1,0,0,0,-1,0,0,0,0
cd0d027f__1,cd0d027f,1,2025-07-11,Cheng Wei-Lin,18-24,Teacher,East Asian,499,11581,1,1,0,0,1,0,0,0,0,0
cd0d027f__2,cd0d027f,2,2025-07-13,Cheng Wei-Lin,18-24,Teacher,East Asian,1163,12245,0,0,0,1,1,0,-1,-1,0,0
cd0d027f__3,cd0d027f,3,2025-07-13,Cheng Wei-Lin,18-24,Teacher,East Asian,1243,12325,1,1,0,0,0,0,1,0,1,0
cd7c2a11__0,cd7c2a11,0,2025-08-28,Roshni Malik,18-24,Manager,South Asian,1419,12475,-1,0,0,0,-1,0,1,0,0,0
cd7c2a11__1,cd7c2a11,1,2025-09-04,Roshni Malik,18-24,Manager,South Asian,1633,12689,0,0,0,0,-1,0,1,0,0,0
cd7c2a11__2,cd7c2a11,2,2025-09-05,Roshni Malik,18-24,Manager,South Asian,893,11949,-1,0,0,0,-1,0,1,0,0,0
cd7c2a11__3,cd7c2a11,3,2025-09-08,Roshni Malik,18-24,Manager,South Asian,175,11231,0,0,0,1,0,0,0,1,0,0
cd7c2a11__4,cd7c2a11,4,2025-09-11,Roshni Malik,18-24,Manager,South Asian,1464,12520,1,0,0,0,-1,0,0,0,0,0
cd7c2a11__5,cd7c2a11,5,2025-09-12,Roshni Malik,18-24,Manager,South Asian,773,11829,0,0,0,1,1,0,0,0,0,0
cd7c2a11__6,cd7c2a11,6,2025-09-13,Roshni Malik,18-24,Manager,South Asian,717,11773,0,0,0,1,1,0,0,0,0,0
cd7c2a11__7,cd7c2a11,7,2025-09-19,Roshni Malik,18-24,Manager,South Asian,188,11244,0,0,0,1,0,0,0,0,0,0
cd7c2a11__8,cd7c2a11,8,2025-09-26,Roshni Malik,18-24,Manager,South Asian,903,11959,0,0,0,1,-1,0,0,0,0,0
cd7c2a11__9,cd7c2a11,9,2025-09-28,Roshni Malik,18-24,Manager,South Asian,542,11598,0,0,0,0,-1,0,1,0,0,0
d056ba20__0,d056ba20,0,2025-07-21,Marcus Chen,35-44,Teacher,North American,397,11461,0,0,1,0,0,0,0,0,0,0
d056ba20__1,d056ba20,1,2025-07-26,Marcus Chen,35-44,Teacher,North American,189,11253,1,0,1,0,0,0,0,0,1,0
d056ba20__2,d056ba20,2,2025-07-26,Marcus Chen,35-44,Teacher,North American,716,11780,1,0,1,0,0,0,-1,0,0,0
d056ba20__3,d056ba20,3,2025-08-02,Marcus Chen,35-44,Teacher,North American,623,11687,0,1,1,0,0,0,0,0,0,0
d1243cd1__0,d1243cd1,0,2025-01-25,Lena Geerts,18-24,Teacher,Western European,1204,12278,0,0,0,0,0,0,-1,0,0,1
d1243cd1__1,d1243cd1,1,2025-01-27,Lena Geerts,18-24,Teacher,Western European,903,11977,0,0,0,0,0,0,0,0,0,1
d1243cd1__2,d1243cd1,2,2025-02-03,Lena Geerts,18-24,Teacher,Western European,577,11651,0,0,0,0,0,0,0,0,1,1
d1243cd1__3,d1243cd1,3,2025-02-05,Lena Geerts,18-24,Teacher,Western European,1432,12506,0,0,0,0,0,0,1,0,1,1
d1243cd1__4,d1243cd1,4,2025-02-09,Lena Geerts,18-24,Teacher,Western European,500,11574,0,0,0,0,0,0,0,0,0,1
d1243cd1__5,d1243cd1,5,2025-02-15,Lena Geerts,18-24,Teacher,Western European,939,12013,0,0,0,0,0,0,0,0,0,1
d1243cd1__6,d1243cd1,6,2025-02-20,Lena Geerts,18-24,Teacher,Western European,1463,12537,1,0,0,0,0,0,0,0,0,1
d1243cd1__7,d1243cd1,7,2025-02-26,Lena Geerts,18-24,Teacher,Western European,1046,12120,0,0,0,0,0,0,-1,0,0,1
d262771c__0,d262771c,0,2025-12-23,Ricardo Mendoza Vargas,55+,Manager,Latin American,1010,12095,1,0,-1,1,0,0,-1,0,0,0
d262771c__1,d262771c,1,2025-12-30,Ricardo Mendoza Vargas,55+,Manager,Latin American,1254,12339,1,0,0,0,0,1,-1,1,0,0
d262771c__2,d262771c,2,2026-01-06,Ricardo Mendoza Vargas,55+,Manager,Latin American,1253,12338,1,0,0,1,0,0,-1,0,1,0
d262771c__3,d262771c,3,2026-01-10,Ricardo Mendoza Vargas,55+,Manager,Latin American,554,11639,-1,0,0,0,-1,0,1,0,0,0
d262771c__4,d262771c,4,2026-01-17,Ricardo Mendoza Vargas,55+,Manager,Latin American,811,11896,1,0,0,0,-1,0,-1,0,1,0
d28dbcc2__0,d28dbcc2,0,2025-12-01,Arjun Menon,35-44,Gig Worker,South Asian,1926,13024,0,1,0,0,0,0,0,0,0,1
d28dbcc2__1,d28dbcc2,1,2025-12-08,Arjun Menon,35-44,Gig Worker,South Asian,631,11729,1,0,0,0,-1,0,0,0,0,0
d28dbcc2__2,d28dbcc2,2,2025-12-14,Arjun Menon,35-44,Gig Worker,South Asian,1253,12351,0,0,0,0,0,0,0,0,1,1
d28dbcc2__3,d28dbcc2,3,2025-12-18,Arjun Menon,35-44,Gig Worker,South Asian,195,11293,0,0,0,0,0,-1,0,0,0,0
d28dbcc2__4,d28dbcc2,4,2025-12-20,Arjun Menon,35-44,Gig Worker,South Asian,703,11801,0,0,0,1,0,0,0,0,1,0
d28dbcc2__5,d28dbcc2,5,2025-12-29,Arjun Menon,35-44,Gig Worker,South Asian,815,11913,0,-1,0,0,0,0,0,0,0,0
d28dbcc2__6,d28dbcc2,6,2026-01-01,Arjun Menon,35-44,Gig Worker,South Asian,1048,12146,-1,0,0,0,0,1,0,0,0,0
d28dbcc2__7,d28dbcc2,7,2026-01-06,Arjun Menon,35-44,Gig Worker,South Asian,238,11336,1,0,0,0,-1,0,0,0,0,0
d28dbcc2__8,d28dbcc2,8,2026-01-08,Arjun Menon,35-44,Gig Worker,South Asian,1254,12352,-1,0,0,0,0,1,0,0,1,1
d7a0683f__0,d7a0683f,0,2025-12-31,Lukas Engström,18-24,Grad Student,Western European,888,11970,0,0,0,0,0,0,1,0,0,-1
d7a0683f__1,d7a0683f,1,2026-01-04,Lukas Engström,18-24,Grad Student,Western European,1478,12560,0,0,0,0,0,0,0,0,0,-1
d7a0683f__2,d7a0683f,2,2026-01-08,Lukas Engström,18-24,Grad Student,Western European,187,11269,0,0,0,0,0,0,1,0,0,-1
d7a0683f__3,d7a0683f,3,2026-01-13,Lukas Engström,18-24,Grad Student,Western European,689,11771,0,0,1,0,0,0,0,0,0,-1
d7a0683f__4,d7a0683f,4,2026-01-16,Lukas Engström,18-24,Grad Student,Western European,1472,12554,0,0,0,1,0,0,0,0,0,-1
d7a0683f__5,d7a0683f,5,2026-01-16,Lukas Engström,18-24,Grad Student,Western European,1382,12464,1,0,0,0,0,0,0,0,0,1
d7a0683f__6,d7a0683f,6,2026-01-23,Lukas Engström,18-24,Grad Student,Western European,1134,12216,1,0,0,0,0,0,1,0,0,1
d7a0683f__7,d7a0683f,7,2026-01-28,Lukas Engström,18-24,Grad Student,Western European,630,11712,0,0,0,0,0,0,0,0,0,0
d7a0683f__8,d7a0683f,8,2026-02-02,Lukas Engström,18-24,Grad Student,Western European,1616,12698,0,0,0,0,0,0,0,0,0,1
d7a0683f__9,d7a0683f,9,2026-02-02,Lukas Engström,18-24,Grad Student,Western European,409,11491,0,0,0,0,0,0,0,0,0,-1
d7a0683f__10,d7a0683f,10,2026-02-08,Lukas Engström,18-24,Grad Student,Western European,1566,12648,0,0,0,0,0,0,0,0,0,-1
d911e384__0,d911e384,0,2025-03-31,Tariq Mansour,55+,Software Engineer,Middle Eastern,641,11721,1,1,0,1,0,0,0,0,0,0
d911e384__1,d911e384,1,2025-04-07,Tariq Mansour,55+,Software Engineer,Middle Eastern,621,11701,0,0,0,0,0,0,-1,0,-1,0
d911e384__2,d911e384,2,2025-04-14,Tariq Mansour,55+,Software Engineer,Middle Eastern,459,11539,0,0,0,1,0,0,0,0,1,0
d911e384__3,d911e384,3,2025-04-15,Tariq Mansour,55+,Software Engineer,Middle Eastern,143,11223,0,0,0,0,0,1,0,0,1,0
d911e384__4,d911e384,4,2025-04-22,Tariq Mansour,55+,Software Engineer,Middle Eastern,197,11277,0,0,0,0,0,-1,0,0,-1,0
d911e384__5,d911e384,5,2025-04-22,Tariq Mansour,55+,Software Engineer,Middle Eastern,459,11539,1,0,0,0,0,0,0,-1,-1,0
d911e384__6,d911e384,6,2025-04-26,Tariq Mansour,55+,Software Engineer,Middle Eastern,437,11517,0,0,0,1,0,0,0,0,1,0
d911e384__7,d911e384,7,2025-05-01,Tariq Mansour,55+,Software Engineer,Middle Eastern,317,11397,0,0,0,-1,-1,0,0,0,0,0
d911e384__8,d911e384,8,2025-05-03,Tariq Mansour,55+,Software Engineer,Middle Eastern,395,11475,0,1,0,0,0,0,0,0,0,0
d911e384__9,d911e384,9,2025-05-03,Tariq Mansour,55+,Software Engineer,Middle Eastern,684,11764,1,1,0,0,0,-1,0,0,0,0
d911e384__10,d911e384,10,2025-05-06,Tariq Mansour,55+,Software Engineer,Middle Eastern,625,11705,1,-1,0,-1,0,0,0,0,0,0
d911e384__11,d911e384,11,2025-05-12,Tariq Mansour,55+,Software Engineer,Middle Eastern,1104,12184,1,1,0,1,0,-1,0,0,0,0
d9bf06c1__0,d9bf06c1,0,2025-12-16,Britta Karlsen,45-54,Nurse,Western European,786,11847,0,0,-1,0,0,0,0,0,1,0
d9bf06c1__1,d9bf06c1,1,2025-12-16,Britta Karlsen,45-54,Nurse,Western European,1325,12386,-1,0,0,0,-1,0,1,0,0,0
d9bf06c1__2,d9bf06c1,2,2025-12-20,Britta Karlsen,45-54,Nurse,Western European,329,11390,0,0,0,0,0,0,0,0,0,0
d9bf06c1__3,d9bf06c1,3,2025-12-21,Britta Karlsen,45-54,Nurse,Western European,809,11870,0,0,0,1,0,0,0,0,0,0
d9bf06c1__4,d9bf06c1,4,2025-12-24,Britta Karlsen,45-54,Nurse,Western European,799,11860,0,0,0,0,-1,1,0,0,0,0
d9bf06c1__5,d9bf06c1,5,2025-12-26,Britta Karlsen,45-54,Nurse,Western European,875,11936,0,0,0,0,-1,0,1,0,0,0
d9bf06c1__6,d9bf06c1,6,2025-12-28,Britta Karlsen,45-54,Nurse,Western European,838,11899,0,0,0,0,1,0,0,1,1,0
d9bf06c1__7,d9bf06c1,7,2026-01-03,Britta Karlsen,45-54,Nurse,Western European,348,11409,0,0,0,0,1,0,0,0,0,0
dab3e9b9__0,dab3e9b9,0,2025-12-25,Nate Bergeron,35-44,Entrepreneur,North American,348,11427,0,0,0,0,0,0,1,0,0,-1
dab3e9b9__1,dab3e9b9,1,2025-12-31,Nate Bergeron,35-44,Entrepreneur,North American,1418,12497,0,0,0,0,0,1,0,0,0,-1
dab3e9b9__2,dab3e9b9,2,2026-01-03,Nate Bergeron,35-44,Entrepreneur,North American,1013,12092,0,0,0,0,0,-1,0,0,0,1
dab3e9b9__3,dab3e9b9,3,2026-01-08,Nate Bergeron,35-44,Entrepreneur,North American,1181,12260,0,0,0,0,0,0,0,0,0,1
dab3e9b9__4,dab3e9b9,4,2026-01-12,Nate Bergeron,35-44,Entrepreneur,North American,1068,12147,0,0,0,0,0,0,0,0,0,1
dab3e9b9__5,dab3e9b9,5,2026-01-13,Nate Bergeron,35-44,Entrepreneur,North American,267,11346,1,0,0,0,0,-1,0,0,0,1
daee11de__0,daee11de,0,2025-12-01,Maren Lindqvist,45-54,Artist,Western European,746,11843,0,0,0,0,0,1,0,0,1,1
daee11de__1,daee11de,1,2025-12-08,Maren Lindqvist,45-54,Artist,Western European,1912,13009,1,0,0,0,0,1,0,0,0,1
daee11de__2,daee11de,2,2025-12-17,Maren Lindqvist,45-54,Artist,Western European,313,11410,0,0,0,1,0,0,0,0,0,0
daee11de__3,daee11de,3,2025-12-19,Maren Lindqvist,45-54,Artist,Western European,1423,12520,1,0,0,0,0,0,0,0,1,1
daee11de__4,daee11de,4,2025-12-23,Maren Lindqvist,45-54,Artist,Western European,418,11515,0,0,0,0,0,1,0,0,1,0
daee11de__5,daee11de,5,2025-12-30,Maren Lindqvist,45-54,Artist,Western European,1228,12325,0,0,0,0,0,0,0,1,1,1
daee11de__6,daee11de,6,2026-01-06,Maren Lindqvist,45-54,Artist,Western European,925,12022,1,0,0,0,0,0,1,0,0,1
daee11de__7,daee11de,7,2026-01-14,Maren Lindqvist,45-54,Artist,Western European,1417,12514,1,0,0,1,0,1,0,0,0,1
db2b7c93__0,db2b7c93,0,2025-09-06,Rajesh Menon,35-44,Gig Worker,South Asian,1155,12226,0,0,0,0,0,-1,0,0,1,0
db2b7c93__1,db2b7c93,1,2025-09-10,Rajesh Menon,35-44,Gig Worker,South Asian,1590,12661,0,0,0,1,0,1,0,0,1,0
db2b7c93__2,db2b7c93,2,2025-09-10,Rajesh Menon,35-44,Gig Worker,South Asian,451,11522,0,0,1,0,0,0,0,0,1,0
db2b7c93__3,db2b7c93,3,2025-09-15,Rajesh Menon,35-44,Gig Worker,South Asian,809,11880,0,0,0,0,0,0,0,0,1,0
db2b7c93__4,db2b7c93,4,2025-09-16,Rajesh Menon,35-44,Gig Worker,South Asian,829,11900,0,0,0,1,0,1,0,0,0,0
db2b7c93__5,db2b7c93,5,2025-09-19,Rajesh Menon,35-44,Gig Worker,South Asian,1762,12833,0,0,-1,0,0,1,0,0,1,0
dbe2c53d__0,dbe2c53d,0,2025-01-30,Luciana Ferreira Vidal,35-44,Artist,Latin American,492,11598,-1,0,0,0,0,0,1,0,0,0
dbe2c53d__1,dbe2c53d,1,2025-02-04,Luciana Ferreira Vidal,35-44,Artist,Latin American,646,11752,0,0,0,0,0,0,0,0,0,1
dbe2c53d__2,dbe2c53d,2,2025-02-05,Luciana Ferreira Vidal,35-44,Artist,Latin American,1147,12253,1,0,0,0,0,0,0,0,0,1
dbe2c53d__3,dbe2c53d,3,2025-02-11,Luciana Ferreira Vidal,35-44,Artist,Latin American,1632,12738,0,0,0,0,0,0,1,0,0,1
dbe2c53d__4,dbe2c53d,4,2025-02-17,Luciana Ferreira Vidal,35-44,Artist,Latin American,1111,12217,0,0,0,0,0,0,1,0,0,-1
dbe2c53d__5,dbe2c53d,5,2025-02-22,Luciana Ferreira Vidal,35-44,Artist,Latin American,247,11353,1,0,0,0,0,0,0,0,0,1
dbe2c53d__6,dbe2c53d,6,2025-02-23,Luciana Ferreira Vidal,35-44,Artist,Latin American,447,11553,0,0,0,0,0,0,1,0,1,0
dbe2c53d__7,dbe2c53d,7,2025-02-24,Luciana Ferreira Vidal,35-44,Artist,Latin American,180,11286,0,0,0,0,0,0,0,0,0,0
dbe2c53d__8,dbe2c53d,8,2025-02-26,Luciana Ferreira Vidal,35-44,Artist,Latin American,1379,12485,0,0,0,0,0,0,1,0,0,1
dbe2c53d__9,dbe2c53d,9,2025-03-05,Luciana Ferreira Vidal,35-44,Artist,Latin American,1265,12371,1,0,0,0,0,0,-1,0,0,1
dbe2c53d__10,dbe2c53d,10,2025-03-05,Luciana Ferreira Vidal,35-44,Artist,Latin American,1221,12327,0,0,0,0,0,0,1,0,0,1
dd3e3d44__0,dd3e3d44,0,2025-05-28,Liesel Bergmann,25-34,Nurse,Western European,892,11966,1,0,0,1,0,0,0,0,0,0
dd3e3d44__1,dd3e3d44,1,2025-06-01,Liesel Bergmann,25-34,Nurse,Western European,547,11621,0,0,0,1,0,0,0,0,0,0
dd3e3d44__2,dd3e3d44,2,2025-06-07,Liesel Bergmann,25-34,Nurse,Western European,497,11571,0,0,0,0,0,0,1,0,0,0
dd3e3d44__3,dd3e3d44,3,2025-06-10,Liesel Bergmann,25-34,Nurse,Western European,249,11323,0,0,0,1,0,0,0,0,0,0
dd3e3d44__4,dd3e3d44,4,2025-06-15,Liesel Bergmann,25-34,Nurse,Western European,746,11820,0,0,0,1,0,0,0,0,-1,0
dd3e3d44__5,dd3e3d44,5,2025-06-20,Liesel Bergmann,25-34,Nurse,Western European,1056,12130,0,0,-1,1,0,0,0,0,0,0
dd3e3d44__6,dd3e3d44,6,2025-06-26,Liesel Bergmann,25-34,Nurse,Western European,603,11677,0,0,0,1,0,0,1,0,-1,0
dd3e3d44__7,dd3e3d44,7,2025-06-26,Liesel Bergmann,25-34,Nurse,Western European,275,11349,0,0,0,0,0,0,0,0,-1,0
dd3e3d44__8,dd3e3d44,8,2025-07-03,Liesel Bergmann,25-34,Nurse,Western European,162,11236,0,0,0,1,0,0,0,0,0,0
dd3e3d44__9,dd3e3d44,9,2025-07-03,Liesel Bergmann,25-34,Nurse,Western European,266,11340,0,0,0,0,0,0,0,0,-1,0
dd3e3d44__10,dd3e3d44,10,2025-07-07,Liesel Bergmann,25-34,Nurse,Western European,226,11300,0,0,0,1,0,0,0,0,0,0
de68f949__0,de68f949,0,2025-08-07,Layla Mansouri,25-34,Artist,Middle Eastern,809,11901,0,0,1,0,0,0,1,1,1,0
de68f949__1,de68f949,1,2025-08-12,Layla Mansouri,25-34,Artist,Middle Eastern,1815,12907,-1,0,1,0,0,0,1,1,1,0
de68f949__2,de68f949,2,2025-08-18,Layla Mansouri,25-34,Artist,Middle Eastern,382,11474,0,0,0,0,0,0,0,0,1,0
de68f949__3,de68f949,3,2025-08-19,Layla Mansouri,25-34,Artist,Middle Eastern,816,11908,1,0,0,0,0,0,1,1,1,0
de68f949__4,de68f949,4,2025-08-25,Layla Mansouri,25-34,Artist,Middle Eastern,1304,12396,1,0,1,0,0,0,0,0,1,0
